"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","Group","ItemType","GramGender","Item","Sentence"
50,"female",30,436.5,"personnalite",5,4,5,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
51,"female",22,346.04,"personnalite",7,1,7,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
54,"female",19,458.76,"personnalite",5,3,6,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
55,"female",18,606.61,"personnalite",5,4,5,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
56,"female",21,1185.48,"personnalite",6,2,5,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
57,"female",25,753.56,"personnalite",6,4,7,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
59,"female",20,670.1,"personnalite",5,4,6,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
60,"male",20,998.68,"personnalite",6,2,7,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
61,"male",26,3592.14,"personnalite",4,4,5,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
63,"male",21,882.31,"personnalite",6,3,5,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
65,"female",18,722.67,"personnalite",5,4,6,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
67,"female",23,539.78,"personnalite",6,4,7,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
68,"female",22,1150.76,"personnalite",5,4,6,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
69,"male",23,859.27,"personnalite",5,2,5,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
70,"female",26,599.13,"personnalite",5,4,6,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
72,"N/A",22,617.36,"personnalite",6,4,6,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
73,"female",23,558.71,"personnalite",5,1,7,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
74,"female",29,453.76,"personnalite",6,1,7,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
76,"female",20,488.74,"personnalite",6,4,6,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
77,"male",29,483.71,"personnalite",5,4,6,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
81,"male",30,842.67,"personnalite",5,4,7,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
6,"female",19,385.64,"personnalite",5,5,7,"1","experimental","feminine","personnalité/personnage","Une personnalité de premier plan du gouvernement s'est exprimée à la radio."
2,"female",19,2681.81,"talent",3,5,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
3,"N/A",18,992.31,"talent",3,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
7,"male",19,1154.09,"talent",6,4,6,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
8,"male",37,892.48,"talent",4,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
9,"female",18,816.55,"talent",3,3,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
13,"female",21,497.44,"talent",4,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
15,"male",27,382.12,"talent",6,7,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
16,"female",19,750.69,"talent",4,2,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
18,"female",25,1068.98,"talent",3,4,6,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
19,"N/A",20,1161.86,"talent",5,2,5,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
20,"male",20,2558.41,"talent",5,4,5,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
21,"female",22,843.78,"talent",6,1,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
24,"female",21,528.61,"talent",4,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
26,"female",22,928.96,"talent",4,3,5,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
27,"female",26,381.79,"talent",5,1,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
28,"male",22,427.25,"talent",3,5,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
29,"female",20,659.42,"talent",4,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
30,"female",19,619.32,"talent",6,4,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
31,"female",18,536,"talent",3,3,6,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
34,"female",20,487.27,"talent",4,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
35,"female",26,1138.58,"talent",3,2,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
36,"N/A",NA,480.71,"talent",6,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
39,"female",21,446.09,"talent",1,1,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
40,"female",21,463.05,"talent",5,6,5,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
41,"male",NA,1038.37,"talent",3,4,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
42,"male",18,833.13,"talent",3,4,5,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
43,"N/A",24,726.77,"talent",4,4,6,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
49,"female",19,683.57,"talent",3,3,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
50,"female",30,436.5,"talent",4,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
51,"female",22,346.04,"talent",4,4,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
54,"female",19,458.76,"talent",3,1,2,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
55,"female",18,606.61,"talent",3,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
56,"female",21,1185.48,"talent",5,3,5,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
57,"female",25,753.56,"talent",4,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
59,"female",20,670.1,"talent",4,3,6,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
60,"male",20,998.68,"talent",4,4,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
61,"male",26,3592.14,"talent",3,4,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
63,"male",21,882.31,"talent",3,4,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
65,"female",18,722.67,"talent",3,2,5,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
67,"female",23,539.78,"talent",5,4,5,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
68,"female",22,1150.76,"talent",3,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
69,"male",23,859.27,"talent",4,4,6,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
70,"female",26,599.13,"talent",3,1,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
72,"N/A",22,617.36,"talent",6,4,6,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
73,"female",23,558.71,"talent",3,1,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
74,"female",29,453.76,"talent",3,4,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
76,"female",20,488.74,"talent",3,1,6,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
77,"male",29,483.71,"talent",4,4,4,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
81,"male",30,842.67,"talent",4,7,2,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
6,"female",19,385.64,"talent",2,4,3,"1","experimental","masculine","vedette/talent","Un talent de la chanson a été invité pour présider le jury."
2,"female",19,2681.81,"celebrite",3,5,3,"1","experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
3,"N/A",18,992.31,"celebrite",3,4,4,"1","experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
7,"male",19,1154.09,"celebrite",6,4,5,"1","experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
8,"male",37,892.48,"celebrite",4,4,5,"1","experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
9,"female",18,816.55,"celebrite",5,2,5,"1","experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
13,"female",21,497.44,"celebrite",3,4,4,"1","experimental","feminine","célébrité/monument","C'est une célébrité du cinéma français."
